ID,"('no_financial_services',)","('other_only',)","('mm_only',)","('mm_plus',)"
4039,0.22106568165065985,0.44113611153720794,0.0885119024428683,0.24928630436926397
566,0.16923928776367722,0.38866933061369446,0.10108150096934349,0.3410098806532847
5108,0.06499959485201326,0.07997952068855253,0.12542401587132485,0.7295968685881093
378,0.060294463952682,0.08251658709474928,0.08316249713337766,0.774026451819191
2374,0.05616990394577345,0.0768718795590013,0.0712098306873651,0.7957483858078601
5703,0.059997799165754435,0.083280352802722,0.11493902535610767,0.7417828226754158
365,0.06263267363693976,0.11348151398162147,0.1208567756489597,0.7030290367324791
3048,0.19326579055336843,0.2979999587197825,0.20176081781412822,0.306973432912721
363,0.06925124084803462,0.12319993506747441,0.15916416683571824,0.6483846572487727
6190,0.07568180424260473,0.10164738865023316,0.19536531239863367,0.6273054947085284
4505,0.17860304469665023,0.43103888371782406,0.1066741893929599,0.2836838821925658
1513,0.07464790116500376,0.11102504879039919,0.19770976042157562,0.6166172896230213
3475,0.071762278429122,0.1038193882031054,0.20629893500501748,0.6181193983627551
768,0.3700474477725105,0.37223870826957944,0.07695789077184653,0.18075595318606355
4673,0.2189132488379436,0.45033847691738926,0.08388917620285598,0.24685909804181103
2924,0.06143281746640717,0.0848941405169932,0.12353373391153358,0.730139308105066
5199,0.059997799165754435,0.083280352802722,0.11493902535610767,0.7417828226754158
6079,0.1985681589296904,0.21474074064412282,0.22224311935511756,0.3644479810710691
39,0.07211951569255876,0.1033288472817027,0.20532418383942802,0.6192274531863105
3518,0.06006192150039652,0.08096765074434768,0.11639482856055557,0.7425755991947003
1576,0.17625562497527136,0.4385168667909959,0.10527214668776165,0.27995536154597106
835,0.06385639303954829,0.08335607448490263,0.1311817941423045,0.7216057383332446
1356,0.37098997504878495,0.3731868167836123,0.07460686154482606,0.18121634662277653
1355,0.06021344973416565,0.08073102691526891,0.11696615745510128,0.7420893658954641
7353,0.07011444098824388,0.10039129520568026,0.23178502984300467,0.5977092339630711
1894,0.20370864814952344,0.423902364924501,0.10176372979261061,0.27062525713336505
5722,0.060187037718156644,0.07968549172726697,0.10324881705055461,0.7568786535040218
6712,0.060187037718156644,0.07968549172726697,0.10324881705055461,0.7568786535040218
9172,0.0592985184740885,0.2349989397028054,0.12974462790617688,0.5759579139169293
258,0.10051825416455068,0.07885817865804108,0.11510099598274706,0.7055225711946612
1023,0.17860304469665023,0.43103888371782406,0.1066741893929599,0.2836838821925658
674,0.07245458194280172,0.10374195703911497,0.2061450719651373,0.6176583890529461
2230,0.17625562497527136,0.4385168667909959,0.10527214668776165,0.27995536154597106
5386,0.07058609196603509,0.09029005975974677,0.10832206426806648,0.7308017840061517
9017,0.06455103164240333,0.09482411014889199,0.12527276091600217,0.7153520972927023
2819,0.37496855851939487,0.4154514527175442,0.06078887389645473,0.14879111486660612
8998,0.3259736582403316,0.4480178184166365,0.06555398588438628,0.16045453745864588
5181,0.05497505025393137,0.07091325238285252,0.1282244695960947,0.7458872277671214
2131,0.06004119004690398,0.08128487130490905,0.11635465279003743,0.7423192858581497
1087,0.071762278429122,0.1038193882031054,0.20629893500501748,0.6181193983627551
4144,0.20600418729816825,0.23622363277906763,0.23056573335895097,0.3272064465638132
7239,0.07362480297031146,0.10950337805069546,0.24038131194376333,0.5764905070352296
6119,0.2764854415330009,0.4793205881983185,0.07252855850988935,0.17166541175879127
3839,0.07527322265165266,0.10649730393508335,0.19431059824434627,0.6239188751689178
4847,0.32524576364480906,0.4470174009274332,0.06764059069519798,0.16009624473255976
553,0.184728414621354,0.41152579358030683,0.11033268733491604,0.29341310446342306
6917,0.06975824201807587,0.14824126804556229,0.23682791017603796,0.5451725797603237
8430,0.17860304469665023,0.43103888371782406,0.1066741893929599,0.2836838821925658
6201,0.059997799165754435,0.083280352802722,0.11493902535610767,0.7417828226754158
4062,0.37496855851939487,0.4154514527175442,0.06078887389645473,0.14879111486660612
5123,0.066264998549135,0.1451254524540705,0.144987223984655,0.6436223250121395
5442,0.1182918435840071,0.11923691741178061,0.1645387174621675,0.5979325215420449
610,0.2764854415330009,0.4793205881983185,0.07252855850988935,0.17166541175879127
1631,0.3656053190354918,0.4202796309642776,0.06359475590123262,0.15052029409899784
2177,0.2764854415330009,0.4793205881983185,0.07252855850988935,0.17166541175879127
7282,0.06021344973416565,0.08073102691526891,0.11696615745510128,0.7420893658954641
5140,0.17625562497527136,0.4385168667909959,0.10527214668776165,0.27995536154597106
2980,0.06004119004690398,0.08128487130490905,0.11635465279003743,0.7423192858581497
391,0.06677983153090214,0.09905453668449139,0.12143557414647735,0.712730057638129
5579,0.32524576364480906,0.4470174009274332,0.06764059069519798,0.16009624473255976
3740,0.28659734198935183,0.46589525159060896,0.07092461028444565,0.17658279613559363
5447,0.07092709375190306,0.15533580015647003,0.1878549630228801,0.5858821430687469
6998,0.07214195612389121,0.09907790289589126,0.20739041517803636,0.6213897258021812
3778,0.2853826010233626,0.46392055760343315,0.07486249026807015,0.1758343511051342
3366,0.2853826010233626,0.46392055760343315,0.07486249026807015,0.1758343511051342
3445,0.406340721029535,0.2915447511967031,0.09106877414075155,0.21104575363301026
1366,0.0606278036446944,0.08123414268755133,0.11628203767034277,0.7418560159974116
3312,0.07004133340447115,0.09218866035529118,0.2340975150412431,0.6036724911989946
2962,0.2764854415330009,0.4793205881983185,0.07252855850988935,0.17166541175879127
4659,0.18240901979336616,0.4189145000420162,0.1089473830497732,0.28972909711484446
6506,0.0694194958811701,0.09946040845388433,0.20849853457077272,0.6226215610941729
4456,0.042752838680159874,0.06358699878112745,0.5612363773533992,0.3324237851853135
5735,0.31923977133432285,0.4050625990902418,0.07900267396765887,0.19669495560777644
1622,0.32524576364480906,0.4470174009274332,0.06764059069519798,0.16009624473255976
537,0.06612453109014078,0.08952045194457348,0.1747104100032213,0.6696446069620645
1493,0.05616990394577345,0.0768718795590013,0.0712098306873651,0.7957483858078601
47,0.060019962564082575,0.08294171333629854,0.11498148423689723,0.7420568398627215
2517,0.06950157808533308,0.1033708379941891,0.1520688310537466,0.6750587528667312
5544,0.06499959485201326,0.07997952068855253,0.12542401587132485,0.7295968685881093
9196,0.06729632452535232,0.08280555889452983,0.10727448324615997,0.7426236333339579
86,0.19332230744547602,0.20076975031123534,0.2163718134830704,0.38953612876021815
8598,0.05438486341531574,0.08088750011601643,0.12684791070265972,0.7378797257660081
4970,0.05640950679866267,0.07795241687032496,0.09599835122601717,0.7696397251049952
4291,0.06006104184881761,0.07997569746022307,0.11119732406159132,0.748765936629368
3503,0.19635178739154205,0.37449816531382163,0.1172749758629641,0.3118750714316722
5084,0.059997799165754435,0.083280352802722,0.11493902535610767,0.7417828226754158
5453,0.060294463952682,0.08251658709474928,0.08316249713337766,0.774026451819191
1912,0.06023409895658415,0.08041577858501295,0.11700626909479957,0.7423438533636033
8833,0.06027231326841351,0.08285364764838143,0.08313194530330538,0.7737420937798997
8564,0.3208146797245111,0.454551126426256,0.06671906867311174,0.15791512517612105
7635,0.05976278909660848,0.08054921906290757,0.12081071628299866,0.7388772755574853
1573,0.06389830897343972,0.24953064502690075,0.12132272019673782,0.5652483258029218
8148,0.07074408906266534,0.10521884496729868,0.13631086333227357,0.6877262026377624
7511,0.406340721029535,0.2915447511967031,0.09106877414075155,0.21104575363301026
5477,0.06027231326841351,0.08285364764838143,0.08313194530330538,0.7737420937798997
5070,0.07245458194280172,0.10374195703911497,0.2061450719651373,0.6176583890529461
4710,0.18240901979336616,0.4189145000420162,0.1089473830497732,0.28972909711484446
1990,0.06689365152477098,0.09018329036688302,0.11608506487319835,0.7268379932351476
9124,0.071762278429122,0.1038193882031054,0.20629893500501748,0.6181193983627551
3574,0.059997799165754435,0.083280352802722,0.11493902535610767,0.7417828226754158
7919,0.07214195612389121,0.09907790289589126,0.20739041517803636,0.6213897258021812
7298,0.06950157808533308,0.1033708379941891,0.1520688310537466,0.6750587528667312
7328,0.3208146797245111,0.454551126426256,0.06671906867311174,0.15791512517612105
5360,0.07979921152156175,0.12717741703283164,0.20542644438883223,0.5875969270567742
2899,0.06975824201807587,0.14824126804556229,0.23682791017603796,0.5451725797603237
2323,0.07469595786799747,0.16255444484106907,0.15642945190582938,0.606320145385104
4299,0.07464790116500376,0.11102504879039919,0.19770976042157562,0.6166172896230213
7124,0.06213226909214331,0.08541044555614691,0.08569733125616048,0.7667599540955493
4244,0.06569697023108807,0.07010869561684,0.12676967996065483,0.7374246541914171
458,0.06004119004690398,0.08128487130490905,0.11635465279003743,0.7423192858581497
4406,0.16890154266724575,0.4202202074231548,0.10087977605225448,0.30999847385734497
8066,0.21845471137442915,0.44939519429733393,0.08580806935195484,0.2463420249762819
7823,0.19335895001472542,0.3840322026403228,0.11548744473940957,0.30712140260554244
6502,0.2764854415330009,0.4793205881983185,0.07252855850988935,0.17166541175879127
6295,0.06937036394696855,0.09225517489797824,0.23426641747563293,0.6041080436794202
2612,0.17860304469665023,0.43103888371782406,0.1066741893929599,0.2836838821925658
3540,0.06693719848852363,0.1465976221134577,0.15612512826808503,0.6303400511299336
3569,0.060019962564082575,0.08294171333629854,0.11498148423689723,0.7420568398627215
5467,0.0697982936260106,0.09585917723523707,0.23313977739685146,0.6012027517419007
2100,0.0786883729078554,0.09496019680769895,0.29583908708908313,0.5305123431953626
2806,0.06334736379861364,0.08305989373551527,0.10892884848681207,0.7446638939790591
126,0.0621558082423871,0.08506394829718573,0.08572979815919503,0.7670504453012321
5114,0.071762278429122,0.1038193882031054,0.20629893500501748,0.6181193983627551
465,0.071762278429122,0.1038193882031054,0.20629893500501748,0.6181193983627551
7488,0.06671242716489757,0.09393824426382139,0.1273386665435655,0.7120106620277155
813,0.18240901979336616,0.4189145000420162,0.1089473830497732,0.28972909711484446
6827,0.06027231326841351,0.08285364764838143,0.08313194530330538,0.7737420937798997
122,0.1710559645083799,0.41282483241088147,0.10216654696875155,0.31395265611198714
1225,0.06004119004690398,0.08128487130490905,0.11635465279003743,0.7423192858581497
1402,0.06021344973416565,0.08073102691526891,0.11696615745510128,0.7420893658954641
78,0.07569824187393209,0.11094344021934803,0.14372706830275395,0.6696312496039659
1522,0.16890154266724575,0.4202202074231548,0.10087977605225448,0.30999847385734497
7196,0.07501367056178755,0.0858157996235914,0.11677722571998483,0.7223933040946362
2518,0.06334736379861364,0.08305989373551527,0.10892884848681207,0.7446638939790591
7092,0.060083492227325924,0.08063758811315222,0.1164366307706773,0.7428422888888446
2530,0.184728414621354,0.41152579358030683,0.11033268733491604,0.29341310446342306
6166,0.184728414621354,0.41152579358030683,0.11033268733491604,0.29341310446342306
585,0.05438486341531574,0.08088750011601643,0.12684791070265972,0.7378797257660081
8610,0.1710559645083799,0.41282483241088147,0.10216654696875155,0.31395265611198714
174,0.05929611279058129,0.08115028370272843,0.08231632360534577,0.7772372799013445
7615,0.33575771788744274,0.4327141483787456,0.067521580785953,0.16400655294785846
79,0.09003841530143414,0.08069300144713785,0.10582478899588323,0.7234437942555448
6906,0.06027231326841351,0.08285364764838143,0.08313194530330538,0.7737420937798997
2001,0.0616802896507537,0.08269768873765689,0.1248650837174862,0.7307569378941031
7087,0.060019962564082575,0.08294171333629854,0.11498148423689723,0.7420568398627215
8958,0.06213226909214331,0.08541044555614691,0.08569733125616048,0.7667599540955493
6110,0.06570035702208696,0.09745335194229979,0.1356372856560649,0.7012090053795484
2803,0.171234026074081,0.3814638836831188,0.1022728977491398,0.34502919249366054
239,0.06004119004690398,0.08128487130490905,0.11635465279003743,0.7423192858581497
8880,0.060294463952682,0.08251658709474928,0.08316249713337766,0.774026451819191
4462,0.07979921152156175,0.12717741703283164,0.20542644438883223,0.5875969270567742
3030,0.37063800842439093,0.4233417567229714,0.0589475237347768,0.14707271111786088
8895,0.07569824187393209,0.11094344021934803,0.14372706830275395,0.6696312496039659
2705,0.28659734198935183,0.46589525159060896,0.07092461028444565,0.17658279613559363
1892,0.06004119004690398,0.08128487130490905,0.11635465279003743,0.7423192858581497
8894,0.10846800368191624,0.15253891840452527,0.30095766439327454,0.438035413520284
9415,0.06021344973416565,0.08073102691526891,0.11696615745510128,0.7420893658954641
7218,0.07703587154867081,0.15487837190080386,0.1598854306693297,0.6082003258811957
1193,0.060294463952682,0.08251658709474928,0.08316249713337766,0.774026451819191
25,0.1710559645083799,0.41282483241088147,0.10216654696875155,0.31395265611198714
3038,0.17860304469665023,0.43103888371782406,0.1066741893929599,0.2836838821925658
6365,0.06677983153090214,0.09905453668449139,0.12143557414647735,0.712730057638129
1730,0.065696959176591,0.0889415982225319,0.17569004735908095,0.6696713952417961
7550,0.071762278429122,0.1038193882031054,0.20629893500501748,0.6181193983627551
5787,0.059932530054884144,0.07999809128310184,0.1214421546565416,0.7386272240054723
7460,0.1710559645083799,0.41282483241088147,0.10216654696875155,0.31395265611198714
6776,0.17860304469665023,0.43103888371782406,0.1066741893929599,0.2836838821925658
6813,0.1710559645083799,0.41282483241088147,0.10216654696875155,0.31395265611198714
7490,0.11123854563091783,0.11212726825903978,0.15389532672661535,0.6227388593834271
6442,0.438076935227301,0.3067447412412831,0.07620073973550644,0.17897758379590947
791,0.06024031471214545,0.08275625014472059,0.11988882454824204,0.7371146105948919
8324,0.0606278036446944,0.08123414268755133,0.11628203767034277,0.7418560159974116
5474,0.06702357111177716,0.09839271648554364,0.12661566935096494,0.7079680430517143
3735,0.07133845376691372,0.14721691880981935,0.1598800048447762,0.6215646225784908
9256,0.071762278429122,0.1038193882031054,0.20629893500501748,0.6181193983627551
9250,0.07092709375190306,0.15533580015647003,0.1878549630228801,0.5858821430687469
2651,0.06080163747498134,0.08068049948399039,0.11689295140646612,0.741624911634562
351,0.06188690708013428,0.1275702346064473,0.28896468067688236,0.521578177636536
8997,0.3745769341811302,0.4150175472698607,0.0617698039701748,0.14863571457883432
3443,0.06334736379861364,0.08305989373551527,0.10892884848681207,0.7446638939790591
8141,0.06021344973416565,0.08073102691526891,0.11696615745510128,0.7420893658954641
2220,0.19789366849046872,0.3994593093184475,0.09885882602858771,0.3037881961624961
6467,0.07874697939936341,0.11043796207261844,0.17193865098018168,0.6388764075478364
1143,0.07245458194280172,0.10374195703911497,0.2061450719651373,0.6176583890529461
6971,0.37419199616181237,0.4145910500190958,0.06273398633264034,0.14848296748645143
5461,0.3177332900568884,0.4031511229005181,0.08334882802746083,0.19576675901513257
7577,0.07211951569255876,0.1033288472817027,0.20532418383942802,0.6192274531863105
6727,0.06982635168025189,0.10357344059568446,0.20560487189323853,0.6209953358308252
4339,0.060294463952682,0.08251658709474928,0.08316249713337766,0.774026451819191
8271,0.2111560110528899,0.3273375604408327,0.1261170902924724,0.33538933821380496
8270,0.2764854415330009,0.4793205881983185,0.07252855850988935,0.17166541175879127
2411,0.24185715496061266,0.09895351538213375,0.1358142744127087,0.5233750552445448
611,0.27245042895065236,0.48691935349438875,0.07147008091141487,0.16916013664354404
2400,0.060294463952682,0.08251658709474928,0.08316249713337766,0.774026451819191
3719,0.059997799165754435,0.083280352802722,0.11493902535610767,0.7417828226754158
1206,0.07979921152156175,0.12717741703283164,0.20542644438883223,0.5875969270567742
4400,0.37496855851939487,0.4154514527175442,0.06078887389645473,0.14879111486660612
7234,0.06021344973416565,0.08073102691526891,0.11696615745510128,0.7420893658954641
6770,0.17860304469665023,0.43103888371782406,0.1066741893929599,0.2836838821925658
5885,0.06799021785546687,0.10112296711447263,0.1585812033271716,0.6723056117028889
5464,0.06539198021712005,0.13494553545961377,0.20060693635284058,0.5990555479704256
9236,0.07464790116500376,0.11102504879039919,0.19770976042157562,0.6166172896230213
5760,0.07501367056178755,0.0858157996235914,0.11677722571998483,0.7223933040946362
3090,0.06027231326841351,0.08285364764838143,0.08313194530330538,0.7737420937798997
1728,0.07809998519290302,0.10482434817301536,0.18159077024528725,0.6354848963887944
182,0.07211951569255876,0.1033288472817027,0.20532418383942802,0.6192274531863105
654,0.059997799165754435,0.083280352802722,0.11493902535610767,0.7417828226754158
7595,0.059997799165754435,0.083280352802722,0.11493902535610767,0.7417828226754158
3610,0.07979921152156175,0.12717741703283164,0.20542644438883223,0.5875969270567742
3833,0.07129608159139904,0.10473244690277278,0.1655991558819474,0.6583723156238808
3570,0.0592985184740885,0.2349989397028054,0.12974462790617688,0.5759579139169293
1704,0.06689365152477098,0.09018329036688302,0.11608506487319835,0.7268379932351476
3317,0.17860304469665023,0.43103888371782406,0.1066741893929599,0.2836838821925658
7417,0.20600418729816825,0.23622363277906763,0.23056573335895097,0.3272064465638132
4307,0.06296901620533615,0.1298008342839046,0.2564755508720409,0.5507545986387183
3857,0.17625562497527136,0.4385168667909959,0.10527214668776165,0.27995536154597106
3856,0.17625562497527136,0.4385168667909959,0.10527214668776165,0.27995536154597106
7446,0.21845471137442915,0.44939519429733393,0.08580806935195484,0.2463420249762819
1612,0.06975824201807587,0.14824126804556229,0.23682791017603796,0.5451725797603237
5861,0.07214195612389121,0.09907790289589126,0.20739041517803636,0.6213897258021812
9341,0.06488973142598803,0.14211351149184562,0.15134959142188945,0.6416471656602768
5502,0.059396954768072066,0.08123586272080262,0.13257212186774878,0.7267950606433764
8389,0.071762278429122,0.1038193882031054,0.20629893500501748,0.6181193983627551
3086,0.05616990394577345,0.0768718795590013,0.0712098306873651,0.7957483858078601
9269,0.07464790116500376,0.11102504879039919,0.19770976042157562,0.6166172896230213
1607,0.0621558082423871,0.08506394829718573,0.08572979815919503,0.7670504453012321
6806,0.061409598547027,0.08524001052673655,0.12348704356056613,0.7298633473656703
456,0.05487384426625094,0.08161476936251072,0.1577744626578509,0.7057369237133875
546,0.07211951569255876,0.1033288472817027,0.20532418383942802,0.6192274531863105
6962,0.06004119004690398,0.08128487130490905,0.11635465279003743,0.7423192858581497
342,0.2764854415330009,0.4793205881983185,0.07252855850988935,0.17166541175879127
883,0.06689365152477098,0.09018329036688302,0.11608506487319835,0.7268379932351476
8918,0.059997799165754435,0.083280352802722,0.11493902535610767,0.7417828226754158
1659,0.19335895001472542,0.3840322026403228,0.11548744473940957,0.30712140260554244
704,0.10345843647635675,0.10428500116259173,0.12604650510795581,0.6662100572530957
769,0.37496855851939487,0.4154514527175442,0.06078887389645473,0.14879111486660612
2682,0.07074408906266534,0.10521884496729868,0.13631086333227357,0.6877262026377624
7969,0.18240901979336616,0.4189145000420162,0.1089473830497732,0.28972909711484446
8886,0.17625562497527136,0.4385168667909959,0.10527214668776165,0.27995536154597106
5759,0.0770536718686529,0.12280180185117263,0.49258605567769653,0.30755847060247793
7479,0.07362480297031146,0.10950337805069546,0.24038131194376333,0.5764905070352296
1340,0.05929611279058129,0.08115028370272843,0.08231632360534577,0.7772372799013445
8558,0.340780945239799,0.3598570534838909,0.08939476374899852,0.20996723752731145
7177,0.44475594008442887,0.32942203627672256,0.06585748248594447,0.15996454115290407
8276,0.06150601776754039,0.08326798211038737,0.12421669419781609,0.7310093059242562
6460,0.0606278036446944,0.08123414268755133,0.11628203767034277,0.7418560159974116
3250,0.060019962564082575,0.08294171333629854,0.11498148423689723,0.7420568398627215
5035,0.29549680319983945,0.3596671919029422,0.10816031745226444,0.23667568744495382
8878,0.3049849711329162,0.4330590070195687,0.07404395466587108,0.18791206718164397
1953,0.06870736739741409,0.09939981010066146,0.26253374772913407,0.5693590747727904
5028,0.060019962564082575,0.08294171333629854,0.11498148423689723,0.7420568398627215
3466,0.06440399410874761,0.09363424763308456,0.16340706960221713,0.6785546886559506
9084,0.07181255200961467,0.10680798744772246,0.15712522132491016,0.6642542392177527
7337,0.1710559645083799,0.41282483241088147,0.10216654696875155,0.31395265611198714
3035,0.06006192150039652,0.08096765074434768,0.11639482856055557,0.7425755991947003
5968,0.2063301130301016,0.4164887389844473,0.10307329640252778,0.2741078515829233
775,0.3259736582403316,0.4480178184166365,0.06555398588438628,0.16045453745864588
3659,0.07211951569255876,0.1033288472817027,0.20532418383942802,0.6192274531863105
5893,0.37782067802677205,0.40091040394917143,0.06571954110771093,0.1555493769163456
5454,0.060019962564082575,0.08294171333629854,0.11498148423689723,0.7420568398627215
1096,0.07979921152156175,0.12717741703283164,0.20542644438883223,0.5875969270567742
8692,0.06950157808533308,0.1033708379941891,0.1520688310537466,0.6750587528667312
660,0.07092709375190306,0.15533580015647003,0.1878549630228801,0.5858821430687469
3078,0.17860304469665023,0.43103888371782406,0.1066741893929599,0.2836838821925658
2337,0.1710559645083799,0.41282483241088147,0.10216654696875155,0.31395265611198714
4634,0.07211951569255876,0.1033288472817027,0.20532418383942802,0.6192274531863105
3835,0.3177332900568884,0.4031511229005181,0.08334882802746083,0.19576675901513257
1121,0.17860304469665023,0.43103888371782406,0.1066741893929599,0.2836838821925658
1559,0.07074408906266534,0.10521884496729868,0.13631086333227357,0.6877262026377624
4072,0.27245042895065236,0.48691935349438875,0.07147008091141487,0.16916013664354404
3291,0.07214195612389121,0.09907790289589126,0.20739041517803636,0.6213897258021812
3194,0.2111560110528899,0.3273375604408327,0.1261170902924724,0.33538933821380496
5745,0.17860304469665023,0.43103888371782406,0.1066741893929599,0.2836838821925658
6186,0.06021344973416565,0.08073102691526891,0.11696615745510128,0.7420893658954641
9010,0.07703587154867081,0.15487837190080386,0.1598854306693297,0.6082003258811957
9455,0.37496855851939487,0.4154514527175442,0.06078887389645473,0.14879111486660612
8334,0.07211951569255876,0.1033288472817027,0.20532418383942802,0.6192274531863105
4766,0.3256065477641495,0.4475132622032761,0.06660635595336734,0.16027383407920717
6988,0.340780945239799,0.3598570534838909,0.08939476374899852,0.20996723752731145
2120,0.07979921152156175,0.12717741703283164,0.20542644438883223,0.5875969270567742
5268,0.06747981020731936,0.14562827688175226,0.15509278445203772,0.6317991284588907
5343,0.17860304469665023,0.43103888371782406,0.1066741893929599,0.2836838821925658
5256,0.21057547011814037,0.4044826695284519,0.1051940869310831,0.2797477734223247
7247,0.06570035702208696,0.09745335194229979,0.1356372856560649,0.7012090053795484
4380,0.06026242760194964,0.0824195502111124,0.1199328330893437,0.7373851890975943
8474,0.09330489781352906,0.18288395422678477,0.20318252198039058,0.5206286259792955
2754,0.44475594008442887,0.32942203627672256,0.06585748248594447,0.15996454115290407
1710,0.2697910072201109,0.09530756277923222,0.13081018329584476,0.5040912467048121
6164,0.2764854415330009,0.4793205881983185,0.07252855850988935,0.17166541175879127
863,0.07362480297031146,0.10950337805069546,0.24038131194376333,0.5764905070352296
7359,0.07211951569255876,0.1033288472817027,0.20532418383942802,0.6192274531863105
1227,0.3559024362159989,0.27807410121625203,0.163645551258045,0.20237791130970414
724,0.2764854415330009,0.4793205881983185,0.07252855850988935,0.17166541175879127
635,0.06150601776754039,0.08326798211038737,0.12421669419781609,0.7310093059242562
1923,0.07599662381072908,0.1064139925451763,0.19415859171070413,0.6234307919333906
7325,0.17860304469665023,0.43103888371782406,0.1066741893929599,0.2836838821925658
6746,0.2853826010233626,0.46392055760343315,0.07486249026807015,0.1758343511051342
3256,0.06677983153090214,0.09905453668449139,0.12143557414647735,0.712730057638129
979,0.3656053190354918,0.4202796309642776,0.06359475590123262,0.15052029409899784
975,0.031596266594239114,0.06919825829239744,0.6611451494315996,0.23806032568176375
7152,0.3292810647870071,0.40268246050451895,0.08079635678754421,0.18724011792092993
